Timestamp,Year,Month,Day,Hour,PM2.5
11/13/2017 4:00,2017,11,13,4,125.93
11/13/2017 5:00,2017,11,13,5,131.38
11/13/2017 6:00,2017,11,13,6,122.79
11/13/2017 7:00,2017,11,13,7,110.68
11/13/2017 8:00,2017,11,13,8,106.21
11/13/2017 9:00,2017,11,13,9,95.84
11/13/2017 10:00,2017,11,13,10,90.59
11/13/2017 11:00,2017,11,13,11,91.14
11/13/2017 12:00,2017,11,13,12,94.93
11/13/2017 13:00,2017,11,13,13,97.58
11/13/2017 14:00,2017,11,13,14,114.48
11/13/2017 15:00,2017,11,13,15,137.95
11/13/2017 16:00,2017,11,13,16,140.47
11/13/2017 17:00,2017,11,13,17,145.67
11/13/2017 18:00,2017,11,13,18,141.88
11/13/2017 19:00,2017,11,13,19,152.48
11/13/2017 20:00,2017,11,13,20,125.24
11/13/2017 21:00,2017,11,13,21,117.44
11/13/2017 22:00,2017,11,13,22,103.19
11/13/2017 23:00,2017,11,13,23,103.08
11/14/2017 0:00,2017,11,14,0,104.71
11/14/2017 1:00,2017,11,14,1,104.28
11/14/2017 2:00,2017,11,14,2,104.34
11/14/2017 3:00,2017,11,14,3,115.3
11/14/2017 4:00,2017,11,14,4,119.53
11/14/2017 5:00,2017,11,14,5,107.97
11/14/2017 6:00,2017,11,14,6,101.77
11/14/2017 7:00,2017,11,14,7,89.68
11/14/2017 8:00,2017,11,14,8,91.11
11/14/2017 9:00,2017,11,14,9,79.69
11/14/2017 10:00,2017,11,14,10,66.83
11/14/2017 11:00,2017,11,14,11,69.19
11/14/2017 12:00,2017,11,14,12,66.23
11/14/2017 13:00,2017,11,14,13,66.66
11/14/2017 14:00,2017,11,14,14,67.57
11/14/2017 15:00,2017,11,14,15,76.74
11/15/2017 5:00,2017,11,15,5,99.13
11/15/2017 6:00,2017,11,15,6,94.03
11/15/2017 7:00,2017,11,15,7,79.33
11/15/2017 8:00,2017,11,15,8,66.51
11/15/2017 10:00,2017,11,15,10,56.48
11/15/2017 11:00,2017,11,15,11,56.37
11/15/2017 13:00,2017,11,15,13,61.74
11/15/2017 14:00,2017,11,15,14,68.89
11/15/2017 15:00,2017,11,15,15,86.45
11/15/2017 16:00,2017,11,15,16,93.67
11/15/2017 17:00,2017,11,15,17,95.02
11/15/2017 18:00,2017,11,15,18,92.58
11/15/2017 19:00,2017,11,15,19,89.79
11/15/2017 20:00,2017,11,15,20,79.6
11/15/2017 21:00,2017,11,15,21,76.07
11/15/2017 22:00,2017,11,15,22,71.59
11/15/2017 23:00,2017,11,15,23,71.17
11/16/2017 0:00,2017,11,16,0,68.78
11/16/2017 1:00,2017,11,16,1,66.56
11/16/2017 2:00,2017,11,16,2,73.34
11/16/2017 3:00,2017,11,16,3,77.89
11/16/2017 4:00,2017,11,16,4,86.32
11/16/2017 5:00,2017,11,16,5,84.02
11/16/2017 6:00,2017,11,16,6,82.15
11/16/2017 7:00,2017,11,16,7,76.76
11/16/2017 8:00,2017,11,16,8,69.41
11/16/2017 9:00,2017,11,16,9,63.41
11/16/2017 10:00,2017,11,16,10,57.08
11/16/2017 11:00,2017,11,16,11,55.95
11/16/2017 12:00,2017,11,16,12,57.94
11/16/2017 13:00,2017,11,16,13,67.75
11/16/2017 14:00,2017,11,16,14,75.18
11/16/2017 15:00,2017,11,16,15,82.98
11/16/2017 16:00,2017,11,16,16,87.49
11/16/2017 17:00,2017,11,16,17,86.87
11/16/2017 18:00,2017,11,16,18,86.09
11/16/2017 19:00,2017,11,16,19,81.39
11/16/2017 20:00,2017,11,16,20,72.96
11/16/2017 21:00,2017,11,16,21,72.18
11/16/2017 22:00,2017,11,16,22,72.93
11/16/2017 23:00,2017,11,16,23,75.28
11/17/2017 0:00,2017,11,17,0,75.25
11/17/2017 1:00,2017,11,17,1,74.96
11/17/2017 2:00,2017,11,17,2,78.34
11/17/2017 3:00,2017,11,17,3,86.79
11/17/2017 4:00,2017,11,17,4,82.48
11/17/2017 5:00,2017,11,17,5,77.47
11/17/2017 6:00,2017,11,17,6,73.54
11/17/2017 8:00,2017,11,17,8,58.28
11/17/2017 9:00,2017,11,17,9,58.7
11/17/2017 10:00,2017,11,17,10,58.45
11/17/2017 11:00,2017,11,17,11,56.19
11/17/2017 12:00,2017,11,17,12,54.87
11/17/2017 13:00,2017,11,17,13,60.8
11/17/2017 14:00,2017,11,17,14,73.62
11/17/2017 15:00,2017,11,17,15,77.91
11/17/2017 18:00,2017,11,17,18,84.26
11/17/2017 20:00,2017,11,17,20,73.79
11/17/2017 23:00,2017,11,17,23,69.13
11/18/2017 0:00,2017,11,18,0,69.28
11/18/2017 2:00,2017,11,18,2,70.48
11/18/2017 7:00,2017,11,18,7,71.19
11/18/2017 8:00,2017,11,18,8,64.14
11/18/2017 9:00,2017,11,18,9,62.77
11/18/2017 10:00,2017,11,18,10,58.78
11/18/2017 11:00,2017,11,18,11,59.61
11/18/2017 12:00,2017,11,18,12,62.42
11/18/2017 13:00,2017,11,18,13,69.86
11/18/2017 14:00,2017,11,18,14,84.33
11/18/2017 15:00,2017,11,18,15,93.72
11/18/2017 16:00,2017,11,18,16,92.66
11/18/2017 17:00,2017,11,18,17,89.34
11/18/2017 18:00,2017,11,18,18,87.21
11/18/2017 19:00,2017,11,18,19,87.01
11/18/2017 20:00,2017,11,18,20,81.57
11/18/2017 22:00,2017,11,18,22,77.17
11/18/2017 23:00,2017,11,18,23,77.33
11/19/2017 0:00,2017,11,19,0,75.65
11/19/2017 4:00,2017,11,19,4,80.47
11/19/2017 5:00,2017,11,19,5,81
11/19/2017 6:00,2017,11,19,6,75.51
11/19/2017 7:00,2017,11,19,7,70.66
11/19/2017 8:00,2017,11,19,8,70
11/19/2017 9:00,2017,11,19,9,67.65
11/19/2017 10:00,2017,11,19,10,61.8
11/19/2017 11:00,2017,11,19,11,61.05
11/19/2017 12:00,2017,11,19,12,59.71
11/19/2017 13:00,2017,11,19,13,68.26
11/19/2017 14:00,2017,11,19,14,80.31
11/19/2017 15:00,2017,11,19,15,90.17
11/19/2017 17:00,2017,11,19,17,92.86
11/19/2017 18:00,2017,11,19,18,95.28
11/19/2017 19:00,2017,11,19,19,95.08
11/20/2017 0:00,2017,11,20,0,74.28
11/20/2017 1:00,2017,11,20,1,74.49
11/20/2017 2:00,2017,11,20,2,74.45
11/20/2017 3:00,2017,11,20,3,77.17
11/20/2017 9:00,2017,11,20,9,61.98
11/20/2017 10:00,2017,11,20,10,59.46
11/20/2017 11:00,2017,11,20,11,48.98
11/20/2017 12:00,2017,11,20,12,52.8
11/20/2017 13:00,2017,11,20,13,59.47
11/20/2017 14:00,2017,11,20,14,75.4
11/20/2017 15:00,2017,11,20,15,79.12
11/20/2017 16:00,2017,11,20,16,84.48
11/20/2017 17:00,2017,11,20,17,89.4
11/20/2017 19:00,2017,11,20,19,84.11
11/20/2017 20:00,2017,11,20,20,74.85
11/20/2017 21:00,2017,11,20,21,72.16
11/20/2017 22:00,2017,11,20,22,70.85
11/20/2017 23:00,2017,11,20,23,66.89
11/21/2017 0:00,2017,11,21,0,67.13
11/21/2017 1:00,2017,11,21,1,68.33
11/21/2017 2:00,2017,11,21,2,71.4
11/21/2017 3:00,2017,11,21,3,79.1
11/21/2017 4:00,2017,11,21,4,87.53
11/21/2017 5:00,2017,11,21,5,87.13
11/21/2017 6:00,2017,11,21,6,79.39
11/21/2017 7:00,2017,11,21,7,72.88
11/21/2017 8:00,2017,11,21,8,66.58
11/21/2017 9:00,2017,11,21,9,60.83
11/21/2017 10:00,2017,11,21,10,57.46
11/21/2017 11:00,2017,11,21,11,69.81
11/21/2017 12:00,2017,11,21,12,56.29
11/21/2017 13:00,2017,11,21,13,61.4
11/21/2017 14:00,2017,11,21,14,74.03
11/21/2017 15:00,2017,11,21,15,86.95
11/21/2017 16:00,2017,11,21,16,99.18
11/21/2017 17:00,2017,11,21,17,101.88
11/21/2017 18:00,2017,11,21,18,102.7
11/21/2017 19:00,2017,11,21,19,101.96
11/21/2017 20:00,2017,11,21,20,97.12
11/21/2017 21:00,2017,11,21,21,95.19
11/21/2017 22:00,2017,11,21,22,86.94
11/21/2017 23:00,2017,11,21,23,89.56
11/22/2017 0:00,2017,11,22,0,87.22
11/22/2017 1:00,2017,11,22,1,84.72
11/22/2017 2:00,2017,11,22,2,88.94
11/22/2017 3:00,2017,11,22,3,93.53
11/22/2017 4:00,2017,11,22,4,96.76
11/22/2017 5:00,2017,11,22,5,103.56
11/22/2017 6:00,2017,11,22,6,102.32
11/22/2017 7:00,2017,11,22,7,98.49
11/22/2017 8:00,2017,11,22,8,98.76
11/22/2017 9:00,2017,11,22,9,93.33
11/23/2017 19:00,2017,11,23,19,115.58
11/24/2017 0:00,2017,11,24,0,84.5
11/24/2017 1:00,2017,11,24,1,84.56
11/24/2017 2:00,2017,11,24,2,89.57
11/24/2017 3:00,2017,11,24,3,98.19
11/24/2017 4:00,2017,11,24,4,112.82
11/24/2017 5:00,2017,11,24,5,113.95
11/24/2017 6:00,2017,11,24,6,101.69
11/24/2017 7:00,2017,11,24,7,92.45
11/24/2017 8:00,2017,11,24,8,81.87
11/24/2017 9:00,2017,11,24,9,71.62
11/24/2017 10:00,2017,11,24,10,64.91
11/24/2017 11:00,2017,11,24,11,63.88
11/24/2017 12:00,2017,11,24,12,63.77
11/24/2017 13:00,2017,11,24,13,72.17
11/24/2017 14:00,2017,11,24,14,90.92
11/24/2017 15:00,2017,11,24,15,119.42
11/24/2017 16:00,2017,11,24,16,133.28
11/24/2017 17:00,2017,11,24,17,134.03
11/24/2017 18:00,2017,11,24,18,132.41
11/24/2017 19:00,2017,11,24,19,129.72
11/24/2017 20:00,2017,11,24,20,118.05
11/24/2017 21:00,2017,11,24,21,110.89
11/24/2017 22:00,2017,11,24,22,102.82
11/24/2017 23:00,2017,11,24,23,98.74
11/25/2017 0:00,2017,11,25,0,97.6
11/25/2017 1:00,2017,11,25,1,99.56
11/25/2017 2:00,2017,11,25,2,100.37
11/25/2017 3:00,2017,11,25,3,105.26
11/25/2017 4:00,2017,11,25,4,119.04
11/25/2017 5:00,2017,11,25,5,118.55
11/25/2017 6:00,2017,11,25,6,108.83
11/25/2017 7:00,2017,11,25,7,91.68
11/25/2017 8:00,2017,11,25,8,80.21
11/25/2017 10:00,2017,11,25,10,68.03
11/25/2017 11:00,2017,11,25,11,62.68
11/25/2017 12:00,2017,11,25,12,68.73
11/25/2017 13:00,2017,11,25,13,79.77
11/25/2017 14:00,2017,11,25,14,97
11/25/2017 16:00,2017,11,25,16,134.48
11/25/2017 17:00,2017,11,25,17,144.05
11/25/2017 18:00,2017,11,25,18,140.55
11/25/2017 19:00,2017,11,25,19,139.48
11/25/2017 20:00,2017,11,25,20,131.29
11/25/2017 21:00,2017,11,25,21,123.36
11/25/2017 22:00,2017,11,25,22,114.81
11/25/2017 23:00,2017,11,25,23,105.59
11/26/2017 0:00,2017,11,26,0,105.94
11/26/2017 1:00,2017,11,26,1,104.58
11/26/2017 2:00,2017,11,26,2,104.5
11/26/2017 3:00,2017,11,26,3,115.64
11/26/2017 4:00,2017,11,26,4,121.76
11/26/2017 5:00,2017,11,26,5,113.76
11/26/2017 6:00,2017,11,26,6,110.03
11/26/2017 7:00,2017,11,26,7,103.83
11/26/2017 8:00,2017,11,26,8,94.15
11/26/2017 9:00,2017,11,26,9,75.74
11/26/2017 10:00,2017,11,26,10,69.5
11/26/2017 11:00,2017,11,26,11,65.52
11/26/2017 12:00,2017,11,26,12,64.68
11/26/2017 13:00,2017,11,26,13,73.34
11/26/2017 14:00,2017,11,26,14,95.86
11/26/2017 15:00,2017,11,26,15,117.45
11/26/2017 16:00,2017,11,26,16,136.75
11/26/2017 17:00,2017,11,26,17,140.07
11/26/2017 18:00,2017,11,26,18,133.02
11/26/2017 19:00,2017,11,26,19,128.78
11/26/2017 20:00,2017,11,26,20,116.71
11/26/2017 21:00,2017,11,26,21,107.26
11/26/2017 22:00,2017,11,26,22,98.95
11/26/2017 23:00,2017,11,26,23,95.13
11/27/2017 0:00,2017,11,27,0,90.67
11/27/2017 1:00,2017,11,27,1,91.57
11/27/2017 2:00,2017,11,27,2,88.61
11/27/2017 3:00,2017,11,27,3,105.2
11/27/2017 4:00,2017,11,27,4,116.2
11/27/2017 5:00,2017,11,27,5,117.48
11/27/2017 6:00,2017,11,27,6,107.66
11/27/2017 7:00,2017,11,27,7,97.27
11/27/2017 8:00,2017,11,27,8,83.87
11/27/2017 9:00,2017,11,27,9,74.58
11/27/2017 10:00,2017,11,27,10,70.1
11/27/2017 11:00,2017,11,27,11,64.7
11/27/2017 12:00,2017,11,27,12,66.98
11/27/2017 13:00,2017,11,27,13,75.92
11/27/2017 14:00,2017,11,27,14,100.99
11/27/2017 15:00,2017,11,27,15,117.66
11/27/2017 17:00,2017,11,27,17,140.07
11/27/2017 19:00,2017,11,27,19,136.31
11/27/2017 20:00,2017,11,27,20,129.04
11/27/2017 21:00,2017,11,27,21,121.18
11/27/2017 22:00,2017,11,27,22,107.53
11/27/2017 23:00,2017,11,27,23,109.74
11/28/2017 0:00,2017,11,28,0,101.91
11/28/2017 1:00,2017,11,28,1,95.83
11/28/2017 2:00,2017,11,28,2,95.08
11/28/2017 3:00,2017,11,28,3,111.67
11/28/2017 4:00,2017,11,28,4,123.48
11/28/2017 5:00,2017,11,28,5,121.63
11/28/2017 6:00,2017,11,28,6,113.15
11/28/2017 8:00,2017,11,28,8,81.06
11/28/2017 9:00,2017,11,28,9,67.36
11/28/2017 10:00,2017,11,28,10,60.98
11/28/2017 11:00,2017,11,28,11,58.84
11/28/2017 12:00,2017,11,28,12,55.86
11/28/2017 13:00,2017,11,28,13,64.66
11/28/2017 14:00,2017,11,28,14,84.93
11/28/2017 15:00,2017,11,28,15,106.09
11/28/2017 16:00,2017,11,28,16,131.55
11/28/2017 17:00,2017,11,28,17,140.43
11/28/2017 18:00,2017,11,28,18,145.98
11/28/2017 19:00,2017,11,28,19,142.5
11/28/2017 20:00,2017,11,28,20,132.23
11/28/2017 21:00,2017,11,28,21,130.03
11/28/2017 23:00,2017,11,28,23,105.54
11/29/2017 0:00,2017,11,29,0,100.54
11/29/2017 1:00,2017,11,29,1,99.35
11/29/2017 2:00,2017,11,29,2,100.24
11/29/2017 3:00,2017,11,29,3,112.24
11/29/2017 4:00,2017,11,29,4,120.5
11/29/2017 5:00,2017,11,29,5,115.52
11/29/2017 6:00,2017,11,29,6,111.64
11/29/2017 7:00,2017,11,29,7,86.75
11/29/2017 8:00,2017,11,29,8,82.24
11/29/2017 9:00,2017,11,29,9,72.02
11/29/2017 10:00,2017,11,29,10,66.72
11/29/2017 11:00,2017,11,29,11,60.44
11/29/2017 12:00,2017,11,29,12,62.82
11/29/2017 13:00,2017,11,29,13,75.25
11/29/2017 14:00,2017,11,29,14,93.54
11/29/2017 15:00,2017,11,29,15,110.29
11/29/2017 16:00,2017,11,29,16,126.93
11/29/2017 17:00,2017,11,29,17,135.73
11/29/2017 18:00,2017,11,29,18,141.01
11/29/2017 19:00,2017,11,29,19,145.62
11/29/2017 20:00,2017,11,29,20,129.94
11/29/2017 21:00,2017,11,29,21,108.56
11/29/2017 22:00,2017,11,29,22,100.34
11/29/2017 23:00,2017,11,29,23,100.48
11/30/2017 0:00,2017,11,30,0,96.4
11/30/2017 1:00,2017,11,30,1,98.14
11/30/2017 2:00,2017,11,30,2,103.11
11/30/2017 3:00,2017,11,30,3,110.62
11/30/2017 4:00,2017,11,30,4,120.43
11/30/2017 5:00,2017,11,30,5,121.27
11/30/2017 6:00,2017,11,30,6,111.21
11/30/2017 7:00,2017,11,30,7,100.26
11/30/2017 8:00,2017,11,30,8,90.32
11/30/2017 9:00,2017,11,30,9,78.51
11/30/2017 11:00,2017,11,30,11,58.71
11/30/2017 12:00,2017,11,30,12,63.62
11/30/2017 13:00,2017,11,30,13,72.3
11/30/2017 14:00,2017,11,30,14,94.81
11/30/2017 15:00,2017,11,30,15,110.16
11/30/2017 16:00,2017,11,30,16,116.57
11/30/2017 17:00,2017,11,30,17,143.21
11/30/2017 19:00,2017,11,30,19,133.7
11/30/2017 20:00,2017,11,30,20,118.77
11/30/2017 21:00,2017,11,30,21,114.57
11/30/2017 22:00,2017,11,30,22,104.28
11/30/2017 23:00,2017,11,30,23,102.18
12/1/2017 0:00,2017,12,1,0,104.29
12/1/2017 1:00,2017,12,1,1,103.38
12/1/2017 2:00,2017,12,1,2,102.81
12/1/2017 3:00,2017,12,1,3,115.19
12/1/2017 4:00,2017,12,1,4,117.31
12/1/2017 5:00,2017,12,1,5,116.79
12/1/2017 6:00,2017,12,1,6,112.67
12/1/2017 7:00,2017,12,1,7,91.38
12/1/2017 8:00,2017,12,1,8,82.44
12/1/2017 9:00,2017,12,1,9,70.58
12/1/2017 10:00,2017,12,1,10,61.98
12/1/2017 11:00,2017,12,1,11,58.04
12/1/2017 12:00,2017,12,1,12,59.92
12/1/2017 13:00,2017,12,1,13,64.11
12/1/2017 14:00,2017,12,1,14,88.08
12/1/2017 15:00,2017,12,1,15,106.65
12/1/2017 16:00,2017,12,1,16,114.49
12/1/2017 17:00,2017,12,1,17,123.88
12/1/2017 18:00,2017,12,1,18,121.35
12/1/2017 19:00,2017,12,1,19,122.11
12/1/2017 20:00,2017,12,1,20,107.9
12/1/2017 21:00,2017,12,1,21,101.59
12/1/2017 22:00,2017,12,1,22,95.32
12/1/2017 23:00,2017,12,1,23,88.33
12/2/2017 0:00,2017,12,2,0,91.32
12/2/2017 1:00,2017,12,2,1,87.85
12/2/2017 2:00,2017,12,2,2,91.77
12/2/2017 3:00,2017,12,2,3,105.4
12/2/2017 4:00,2017,12,2,4,109.71
12/2/2017 5:00,2017,12,2,5,106.19
12/2/2017 6:00,2017,12,2,6,101.12
12/2/2017 7:00,2017,12,2,7,98.26
12/2/2017 8:00,2017,12,2,8,80.05
12/2/2017 9:00,2017,12,2,9,67.05
12/2/2017 10:00,2017,12,2,10,62.03
12/2/2017 11:00,2017,12,2,11,58.42
12/2/2017 12:00,2017,12,2,12,59.35
12/2/2017 13:00,2017,12,2,13,69.28
12/2/2017 14:00,2017,12,2,14,89.11
12/2/2017 15:00,2017,12,2,15,112.91
12/2/2017 16:00,2017,12,2,16,131.22
12/2/2017 17:00,2017,12,2,17,138.98
12/2/2017 18:00,2017,12,2,18,143.39
12/2/2017 19:00,2017,12,2,19,141.04
12/2/2017 20:00,2017,12,2,20,127.57
12/2/2017 21:00,2017,12,2,21,114.82
12/2/2017 22:00,2017,12,2,22,104.62
12/2/2017 23:00,2017,12,2,23,99.4
12/3/2017 0:00,2017,12,3,0,95.87
12/3/2017 1:00,2017,12,3,1,95.97
12/3/2017 2:00,2017,12,3,2,106.3
12/3/2017 3:00,2017,12,3,3,115.84
12/3/2017 4:00,2017,12,3,4,114.03
12/3/2017 5:00,2017,12,3,5,111.16
12/3/2017 6:00,2017,12,3,6,100.23
12/3/2017 8:00,2017,12,3,8,84.37
12/3/2017 9:00,2017,12,3,9,73.1
12/3/2017 10:00,2017,12,3,10,63.23
12/3/2017 11:00,2017,12,3,11,63.06
12/3/2017 12:00,2017,12,3,12,64.57
12/3/2017 13:00,2017,12,3,13,70.94
12/3/2017 14:00,2017,12,3,14,92.6
12/3/2017 15:00,2017,12,3,15,104.2
12/3/2017 16:00,2017,12,3,16,127.17
12/3/2017 17:00,2017,12,3,17,128.53
12/3/2017 18:00,2017,12,3,18,131.24
12/3/2017 19:00,2017,12,3,19,130.76
12/3/2017 20:00,2017,12,3,20,125.12
12/3/2017 21:00,2017,12,3,21,117.11
12/3/2017 22:00,2017,12,3,22,108.24
12/3/2017 23:00,2017,12,3,23,100.56
12/4/2017 0:00,2017,12,4,0,97.18
12/4/2017 1:00,2017,12,4,1,97.16
12/4/2017 2:00,2017,12,4,2,101.78
12/4/2017 3:00,2017,12,4,3,107
12/4/2017 4:00,2017,12,4,4,116.9
12/4/2017 5:00,2017,12,4,5,123.48
12/4/2017 6:00,2017,12,4,6,117.82
12/4/2017 7:00,2017,12,4,7,100.53
12/4/2017 8:00,2017,12,4,8,94.32
12/4/2017 9:00,2017,12,4,9,81.81
12/4/2017 10:00,2017,12,4,10,78.75
12/4/2017 11:00,2017,12,4,11,72.21
12/4/2017 12:00,2017,12,4,12,79.8
12/4/2017 13:00,2017,12,4,13,88.54
12/4/2017 14:00,2017,12,4,14,109.16
12/4/2017 15:00,2017,12,4,15,118.86
12/4/2017 16:00,2017,12,4,16,122.2
12/4/2017 17:00,2017,12,4,17,123.21
12/4/2017 18:00,2017,12,4,18,123.14
12/4/2017 22:00,2017,12,4,22,102.1
12/4/2017 23:00,2017,12,4,23,97.44
12/5/2017 0:00,2017,12,5,0,96.38
12/5/2017 1:00,2017,12,5,1,97.47
12/5/2017 2:00,2017,12,5,2,101.49
12/5/2017 3:00,2017,12,5,3,115.73
12/5/2017 4:00,2017,12,5,4,121.72
12/5/2017 5:00,2017,12,5,5,128.16
12/5/2017 7:00,2017,12,5,7,94.07
12/5/2017 11:00,2017,12,5,11,80.47
12/5/2017 12:00,2017,12,5,12,77.6
12/5/2017 14:00,2017,12,5,14,95.43
12/5/2017 15:00,2017,12,5,15,111.05
12/5/2017 16:00,2017,12,5,16,106.18
12/5/2017 17:00,2017,12,5,17,105.29
12/5/2017 18:00,2017,12,5,18,102.87
12/5/2017 20:00,2017,12,5,20,78.98
12/5/2017 22:00,2017,12,5,22,86.03
12/5/2017 23:00,2017,12,5,23,82.86
12/6/2017 0:00,2017,12,6,0,82.2
12/6/2017 1:00,2017,12,6,1,77.62
12/6/2017 2:00,2017,12,6,2,84.47
